Display_first_last,age,value,pts,ast,reb,pie,season_exp,draftValue,BMI,Center,Center-Forward,Forward,Forward-Center,Forward-Guard,Guard,Guard-Forward,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Daniel Gafford,23,1782621.0,4.8,0.6,3.3,0.099,1,2.38,24.464901844140392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,53.0,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.6990000000000001,2.2,3.5,0.4,1.4,0.9,2.4
Kyle Kuzma,26,13000000.0,12.1,1.5,6.7,0.1,3,1.27,23.10574063057704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,66.0,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.7120000000000001,1.1,7.4,0.6,0.9,2.6,1.9
Keldon Johnson,22,2145720.0,13.9,2.0,6.5,0.1,1,1.29,26.08534322820037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,74.0,31.9,6.3,13.5,0.466,2.1,5.3,0.39799999999999996,4.2,8.2,0.51,0.545,2.4,3.1,0.7559999999999999,1.1,5.0,0.8,0.2,1.2,2.0
Ricky Rubio,31,17800000.0,8.8,6.8,3.2,0.10099999999999999,9,1.5,23.745777777777768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,8.0,28.5,4.4,12.1,0.363,1.7,5.1,0.33899999999999997,2.6,7.0,0.38,0.434,2.6,3.0,0.8540000000000001,0.4,3.7,1.4,0.2,2.6,2.2
RJ Barrett,21,8623920.0,17.3,3.0,6.1,0.10099999999999999,1,1.3,24.72748191978961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.7140000000000001,0.9,4.9,0.6,0.2,2.2,2.0
George Hill,35,10047297.0,11.8,3.1,2.1,0.10099999999999999,12,1.26,22.88157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,17.0,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,0.8,0.1,0.8,1.3
Spencer Dinwiddie,28,12302496.0,6.7,3.0,4.3,0.102,6,2.38,25.492494518468547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,51.0,29.6,4.6,11.0,0.41600000000000004,1.7,4.9,0.33899999999999997,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,0.7,0.2,1.6,2.2
Tomas Satoransky,30,10000000.0,7.5,4.8,2.5,0.102,4,2.32,23.65486300272392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,13.0,16.5,1.3,3.5,0.377,0.2,1.0,0.20800000000000002,1.1,2.5,0.442,0.406,0.8,1.0,0.7959999999999999,0.5,1.8,0.5,0.1,0.8,1.3
Goran Dragic,35,19440000.0,13.9,4.9,3.3,0.102,12,2.45,23.745777777777768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,8.0,23.7,2.7,7.2,0.377,0.8,3.0,0.254,2.0,4.2,0.466,0.43,1.3,1.6,0.818,0.6,2.5,0.9,0.2,1.6,2.1
Hamidou Diallo,23,2079826.0,11.9,2.4,5.2,0.10300000000000001,2,2.45,23.951087873165804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,29.0,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,1.2,0.3,1.0,2.5
Klay Thompson,31,37980720.0,21.5,2.4,3.8,0.10300000000000001,8,1.11,24.84303090072321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.47700000000000004,0.529,1.4,1.6,0.902,0.5,3.4,0.5,0.5,1.3,1.7
Alfonzo McKinnie,29,1910860.0,2.5,0.1,1.1,0.10300000000000001,3,3.0,24.218074026598305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,12.1,1.4,3.6,0.39299999999999996,0.5,1.6,0.33299999999999996,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,0.1,0.2,0.4,1.5
Jusuf Nurkic,27,12000000.0,9.8,2.8,7.7,0.10300000000000001,6,1.16,29.59355494266221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.5479999999999999,3.3,4.8,0.69,3.0,8.1,1.1,0.6,2.6,3.4
Jeremy Lamb,29,10500000.0,11.1,1.6,3.6,0.10400000000000001,8,1.12,21.342553550345762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,16.7,2.4,6.2,0.38299999999999995,1.0,3.0,0.324,1.4,3.2,0.441,0.46299999999999997,1.6,1.9,0.84,0.5,2.3,0.6,0.4,0.7,1.1
D'Angelo Russell,25,30013500.0,19.3,5.1,2.6,0.10400000000000001,5,1.2,23.490131578947373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,65.0,32.0,6.2,15.0,0.41100000000000003,2.7,8.0,0.34,3.5,7.0,0.49200000000000005,0.502,3.0,3.7,0.825,0.4,2.9,1.0,0.3,2.5,2.0
Mitchell Robinson,23,1802057.0,8.6,0.6,8.4,0.10400000000000001,2,2.36,23.911564625850342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,62.0,25.7,3.6,4.8,0.7609999999999999,0.0,0.0,0.0,3.6,4.8,0.7609999999999999,0.7609999999999999,1.2,2.5,0.486,4.1,4.5,0.8,1.8,0.8,2.7
Mikal Bridges,25,5557725.0,13.7,2.4,4.9,0.10400000000000001,2,1.1,24.149737015121627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,82.0,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.8340000000000001,0.9,3.3,1.2,0.4,0.8,1.8
Jaxson Hayes,21,5348280.0,5.5,0.5,3.5,0.105,1,1.8,22.450283059950646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,28.0,20.0,3.5,5.7,0.616,0.3,0.8,0.35100000000000003,3.2,4.9,0.66,0.6409999999999999,2.1,2.7,0.7659999999999999,1.6,2.9,0.5,0.8,0.8,2.2
Tristan Thompson,30,9720900.0,7.9,1.0,8.4,0.106,9,1.4,27.21566834324036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,15.7,2.5,4.7,0.528,0.0,0.1,0.33299999999999996,2.5,4.6,0.53,0.53,1.1,2.0,0.526,2.1,2.9,0.4,0.4,0.8,1.7
Norman Powell,28,11615328.0,19.5,1.8,3.0,0.106,5,2.46,26.870222222222218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,41.0,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.5489999999999999,4.2,5.2,0.8109999999999999,0.4,2.8,0.9,0.5,1.5,2.4
Jarred Vanderbilt,22,2079826.0,5.6,1.4,5.6,0.107,2,2.41,22.92973632068282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,67.0,25.4,2.9,4.9,0.5870000000000001,0.0,0.2,0.14300000000000002,2.8,4.7,0.605,0.59,1.2,1.8,0.6559999999999999,2.9,5.5,1.3,0.6,1.0,2.4
DeAndre Jordan,33,9881598.0,7.6,1.7,7.5,0.10800000000000001,12,2.35,27.042386413122372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.0,13.0,1.9,3.0,0.643,0.0,0.0,0.0,1.9,3.0,0.643,0.643,0.5,0.8,0.55,1.7,3.8,0.3,0.7,0.8,1.5
Malik Beasley,25,14491964.0,20.5,2.5,4.6,0.109,4,1.19,22.759868421052637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,18.0,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.43200000000000005,0.532,0.6,0.8,0.8170000000000001,0.3,2.5,0.5,0.2,0.5,1.1
Danilo Gallinari,33,20475000.0,12.8,1.5,3.9,0.11,11,1.6,24.360350981558593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,18.0,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,0.4,0.2,0.6,1.4
Aaron Gordon,26,16409091.0,14.6,4.3,6.6,0.11,6,1.4,25.81328125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,75.0,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,0.6,0.6,1.8,2.0
Brandon Clarke,25,2726880.0,11.8,1.5,5.5,0.11,1,1.21,23.61640625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,1.0,19.5,4.5,7.0,0.644,0.1,0.3,0.22699999999999998,4.4,6.6,0.6659999999999999,0.65,1.3,2.0,0.654,2.1,3.2,0.6,1.1,0.5,1.9
Harrison Barnes,29,20284091.0,16.3,3.7,6.5,0.111,8,1.7,24.71484375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,77.0,33.6,5.1,10.8,0.469,1.8,4.7,0.39399999999999996,3.2,6.2,0.525,0.5539999999999999,4.4,5.4,0.826,1.1,4.5,0.7,0.2,1.5,1.2
Derrick Favors,30,9720900.0,5.9,0.9,5.3,0.111,10,1.3,28.394299649443678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,18.0,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.5539999999999999,0.522,0.4,0.6,0.64,1.5,3.2,0.4,0.3,0.2,1.6
Thomas Bryant,24,8666667.0,14.3,1.5,6.1,0.111,3,2.42,25.92861392028555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,16.3,2.9,5.5,0.52,0.4,1.6,0.28600000000000003,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,0.2,0.8,0.7,1.6
Terry Rozier,27,17905263.0,20.2,3.3,3.8,0.11199999999999999,5,1.16,25.064740101332326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,73.0,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,1.3,0.3,1.3,1.6
Lauri Markkanen,24,9026852.0,17.7,0.9,6.0,0.11199999999999999,3,1.7,23.911564625850342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,61.0,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.5479999999999999,0.542,2.3,2.6,0.868,1.0,4.7,0.7,0.5,0.9,2.1
Collin Sexton,22,6349671.0,24.0,4.3,2.8,0.11199999999999999,2,1.8,25.064740101332326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.5379999999999999,0.48700000000000004,2.6,3.5,0.7440000000000001,1.2,2.1,0.9,0.0,2.8,2.3
Serge Ibaka,32,9720900.0,10.9,1.7,6.7,0.11199999999999999,11,1.24,24.569452706722192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,12.0,16.2,2.7,5.5,0.5,0.7,1.8,0.374,2.1,3.6,0.563,0.563,0.6,0.8,0.727,1.1,3.5,0.2,0.6,0.8,1.9
Naz Reid,22,1782621.0,11.4,1.2,4.6,0.113,1,3.0,28.287151348879746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,6.0,15.8,3.0,6.2,0.489,0.7,2.2,0.34299999999999997,2.3,4.0,0.568,0.5489999999999999,1.5,1.9,0.765,1.3,2.6,0.5,0.9,1.1,2.2
De'Andre Hunter,24,7775400.0,16.7,2.2,5.2,0.114,1,1.4,24.71484375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,52.0,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,0.7,0.4,1.3,2.9
Kemba Walker,31,36016200.0,17.7,4.6,3.6,0.114,9,1.9,24.95216049382716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,37.0,25.6,4.0,10.0,0.40299999999999997,2.0,5.4,0.36700000000000005,2.1,4.6,0.444,0.501,1.6,1.9,0.845,0.4,2.6,0.7,0.2,1.3,1.0
Ja Morant,22,9603360.0,19.3,7.5,3.3,0.114,1,1.2,21.74613333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,57.0,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.7609999999999999,1.4,4.4,1.2,0.4,3.4,1.5
Tyus Jones,25,8376286.0,7.5,4.3,2.2,0.114,5,1.24,26.579475308641968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,23.0,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.48700000000000004,0.524,0.7,0.9,0.818,0.2,2.2,0.9,0.0,0.6,0.4
Caris LeVert,27,17500000.0,17.3,5.3,4.2,0.115,4,1.2,23.68754109138725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,49.0,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.49700000000000005,0.49200000000000005,2.5,3.3,0.7559999999999999,0.7,2.9,0.9,0.4,1.9,2.3
De'Anthony Melton,23,8805976.0,9.6,2.9,3.4,0.115,2,2.46,25.675675675675674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,15.0,22.7,3.8,9.5,0.40399999999999997,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,1.4,0.5,1.5,1.8
De'Aaron Fox,24,28103500.0,23.8,7.4,3.4,0.11599999999999999,3,1.5,23.12088888888889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,1.2,0.4,2.8,2.9
Jordan Clarkson,29,12420000.0,17.5,2.2,3.9,0.11599999999999999,6,2.46,23.61184210526316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,1.0,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,0.8,0.2,1.6,1.9
Jerami Grant,27,20002500.0,23.3,2.8,5.0,0.11699999999999999,6,2.39,23.0671875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,47.0,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,0.9,1.0,1.8,2.3
Pascal Siakam,27,33003936.0,19.8,4.7,7.3,0.11699999999999999,4,1.27,24.64410912970584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,68.0,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.7490000000000001,1.9,6.6,1.3,0.6,2.7,3.3
Jrue Holiday,31,31051333.0,15.9,5.2,4.6,0.11800000000000001,11,1.17,25.620444444444445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,64.0,32.9,7.1,14.2,0.501,2.0,4.8,0.41100000000000003,5.2,9.4,0.547,0.57,2.0,2.7,0.7609999999999999,1.0,3.5,1.6,0.4,2.7,2.0
Fred VanVleet,27,19675926.0,20.1,6.5,4.4,0.11800000000000001,4,3.0,25.98817789453931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,65.0,37.9,6.8,16.9,0.40299999999999997,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.8740000000000001,0.7,3.8,1.7,0.5,2.6,2.5
Moses Brown,22,1701593.0,6.6,0.3,6.5,0.11900000000000001,1,3.0,23.287587885343427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,0.2,0.4,0.5,1.3
Delon Wright,29,8526316.0,10.5,5.1,4.6,0.11900000000000001,5,1.2,21.935402260077588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,8.0,18.9,1.6,3.5,0.45399999999999996,0.6,1.5,0.379,1.0,2.0,0.51,0.535,0.7,0.8,0.857,0.6,2.2,1.2,0.2,0.6,0.7
Tony Bradley,23,5277669.0,4.8,0.9,4.9,0.121,3,1.28,25.92861392028555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,7.0,10.0,1.3,2.2,0.585,0.0,0.0,0.0,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,0.2,0.6,0.6,1.1
Joe Ingles,34,13036364.0,12.3,4.2,3.6,0.12300000000000001,6,3.0,24.165625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,15.0,24.9,2.6,6.3,0.40399999999999997,1.7,5.0,0.34700000000000003,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,0.5,0.1,1.0,1.8
John Collins,24,7705447.0,18.3,1.3,7.8,0.124,3,1.19,25.17985063252553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,53.0,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.5760000000000001,2.5,3.1,0.7929999999999999,1.7,6.1,0.6,1.0,1.1,3.0
Mason Plumlee,31,8137500.0,10.3,3.6,9.5,0.124,7,1.22,25.91987226012484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,73.0,24.6,2.8,4.4,0.6409999999999999,0.0,0.0,0.0,2.8,4.4,0.645,0.6409999999999999,0.9,2.3,0.392,2.4,5.3,0.8,0.7,1.4,3.1
Kyle Anderson,28,9937150.0,12.8,3.4,5.8,0.124,6,1.3,24.64410912970584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,11.0,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.48100000000000004,0.484,1.0,1.5,0.638,1.0,4.3,1.1,0.7,1.0,1.6
Gordon Hayward,31,29925000.0,20.4,4.2,5.6,0.125,10,1.9,25.344496074347056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,48.0,31.9,5.8,12.6,0.45899999999999996,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,1.0,0.4,1.7,1.7
Jalen Brunson,25,1802057.0,12.2,3.2,3.4,0.125,2,2.33,25.064740101332326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,61.0,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.5489999999999999,2.3,2.7,0.84,0.5,3.4,0.8,0.0,1.6,1.9
Malcolm Brogdon,29,21700000.0,21.6,6.1,4.7,0.125,4,2.36,27.15247090571766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,36.0,33.5,6.8,15.1,0.44799999999999995,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,0.8,0.4,2.1,2.0
Dejounte Murray,25,15428880.0,15.6,5.1,7.0,0.125,3,1.29,21.907894736842106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,2.0,0.3,2.6,2.0
Ivica Zubac,24,7518518.0,8.5,1.1,7.0,0.126,4,2.32,23.911564625850342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,24.4,4.1,6.5,0.626,0.0,0.0,0.0,4.1,6.5,0.626,0.626,2.2,3.0,0.727,2.9,5.6,0.5,1.0,1.5,2.7
Mo Bamba,23,7568743.0,4.6,0.3,3.9,0.126,2,1.6,23.014880952380953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,69.0,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.5660000000000001,0.8,1.0,0.7809999999999999,2.1,6.0,0.5,1.7,1.1,2.6
Devin Booker,25,31650600.0,25.1,4.6,4.0,0.126,5,1.13,24.425366840951252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,34.5,9.7,20.9,0.466,2.7,7.0,0.38299999999999995,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,1.1,0.4,2.4,2.6
Bobby Portis,26,3804150.0,10.8,1.1,6.9,0.127,5,1.22,26.137715645449127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,59.0,28.2,5.8,12.1,0.479,1.8,4.7,0.39299999999999996,3.9,7.4,0.5329999999999999,0.555,1.2,1.6,0.752,2.5,6.6,0.7,0.7,1.3,2.4
Khris Middleton,30,35500000.0,20.4,5.5,6.0,0.127,8,2.39,25.006569460022437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,66.0,32.4,6.8,15.5,0.44299999999999995,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,1.2,0.3,2.9,2.4
Donovan Mitchell,25,28103500.0,25.4,5.5,4.6,0.127,3,1.13,28.362732219928695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,67.0,33.8,9.2,20.5,0.44799999999999995,3.5,9.8,0.355,5.7,10.8,0.5329999999999999,0.5329999999999999,4.0,4.7,0.853,0.8,3.4,1.5,0.2,3.0,2.4
Al Horford,35,27000000.0,14.3,3.3,6.7,0.128,13,1.3,25.715592135345226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.5820000000000001,0.546,1.2,1.4,0.8420000000000001,1.6,6.1,0.7,1.3,0.9,1.9
Deandre Ayton,23,12632950.0,14.5,1.6,11.0,0.129,2,1.1,25.511685295398465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,0.7,0.7,1.6,2.4
Thaddeus Young,33,14190000.0,12.2,4.4,6.5,0.131,13,1.12,25.81328125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,1.0,16.3,2.7,5.2,0.518,0.3,0.9,0.354,2.4,4.3,0.5539999999999999,0.55,0.4,0.9,0.469,1.5,2.5,1.0,0.3,1.0,1.6
Kristaps Porzingis,26,31650600.0,19.7,1.3,8.6,0.131,4,1.4,22.29092350376536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,51.0,29.0,6.9,15.0,0.45899999999999996,1.5,4.9,0.31,5.4,10.1,0.532,0.51,4.9,5.6,0.867,2.0,6.1,0.7,1.6,1.6,2.7
CJ McCollum,30,30864198.0,23.8,4.3,3.8,0.131,7,1.1,23.745777777777768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,62.0,34.6,8.6,18.8,0.46,2.9,7.6,0.38799999999999996,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,1.1,0.4,2.0,2.0
Jaylen Brown,25,25312500.0,24.7,3.9,5.6,0.132,4,1.3,25.767422748191983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,66.0,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,1.1,0.3,2.7,2.5
Brandon Ingram,24,29467800.0,24.2,4.7,5.1,0.133,4,1.2,20.8703125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,55.0,34.0,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,0.6,0.5,2.7,2.2
Chris Boucher,28,7020000.0,13.8,1.0,6.4,0.134,3,3.0,21.429660112787687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,9.0,21.1,3.4,7.2,0.46399999999999997,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,0.6,0.9,0.5,2.2
Jordan Poole,22,2161440.0,10.8,1.4,1.6,0.136,1,1.28,23.61184210526316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,51.0,30.0,6.2,13.9,0.44799999999999995,2.8,7.6,0.364,3.5,6.3,0.55,0.5479999999999999,3.2,3.5,0.925,0.4,3.0,0.8,0.3,2.5,2.7
Domantas Sabonis,25,19800000.0,20.2,6.2,11.2,0.14400000000000002,4,1.11,24.49121788358252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,61.0,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,1.0,0.4,3.1,3.3
Paul George,31,39344900.0,22.5,5.5,6.0,0.14400000000000002,10,1.1,24.165625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,31.0,34.7,8.6,20.5,0.42100000000000004,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,2.2,0.4,4.1,2.4
Jayson Tatum,23,28103500.0,24.9,4.3,6.8,0.145,3,1.3,23.0671875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,76.0,35.9,9.3,20.6,0.45299999999999996,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,1.0,0.6,2.9,2.3
Chris Paul,36,44211146.0,15.7,8.8,4.7,0.145,15,1.4,23.73167438271605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,65.0,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.5589999999999999,0.536,2.6,3.1,0.8370000000000001,0.3,4.0,1.9,0.3,2.4,2.1
Zach LaVine,26,19500000.0,28.2,4.9,5.1,0.146,6,1.13,23.713948389273067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,67.0,34.7,8.4,17.7,0.47600000000000003,2.8,7.1,0.389,5.7,10.6,0.534,0.5539999999999999,4.8,5.6,0.853,0.3,4.3,0.6,0.3,2.6,1.8
Russell Westbrook,33,44211146.0,21.7,10.3,9.5,0.146,12,1.4,24.995555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,78.0,34.3,7.0,15.8,0.444,1.0,3.4,0.298,6.0,12.4,0.485,0.47600000000000003,3.4,5.1,0.667,1.4,6.0,1.0,0.3,3.8,3.0
Jarrett Allen,23,7705447.0,12.9,1.6,9.9,0.147,3,1.22,24.797358107127298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,32.3,6.6,9.7,0.677,0.0,0.2,0.1,6.6,9.6,0.688,0.6779999999999999,2.9,4.2,0.708,3.4,7.3,0.8,1.3,1.7,1.7
Tobias Harris,29,35995950.0,20.8,3.6,7.7,0.147,9,1.19,24.8246875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,73.0,34.8,6.8,14.0,0.48200000000000004,1.4,3.8,0.36700000000000005,5.4,10.2,0.525,0.532,2.3,2.8,0.8420000000000001,1.1,5.7,0.6,0.6,1.6,2.2
Kyrie Irving,29,35053700.0,28.1,5.7,4.8,0.15,9,1.1,25.033783783783782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,29.0,37.6,10.0,21.2,0.469,3.4,8.2,0.418,6.5,13.0,0.501,0.55,4.1,4.4,0.915,0.6,3.8,1.4,0.6,2.5,2.8
